Valid,Comp,Source,RA,Dec,z,Cosmo,LDist,Type,Instrument,Line,Flux,Flux_err,Lum,Lum_err,FWHM,FWHM_err,Cont,Cont_err,LFIR,LFIR_err,LFIR_LIR,LFIR_LIR_err,LFIR_LIR_type,LIR,LIR_err,LIR_LFIR,LIR_LFIR_err,LIR_LFIR_type,Line_ref,Line_year,Line_ref_link,Cont_ref,Cont_year,Pub,Mag_min,Mag_max,Line_rf,Log_Lum,Log_Lum_me,Log_Lum_pe,
-,-,-,J2000.0,J2000.0,-,,[Mpc],-,-,-,[Jy km/s],[Jy km/s],[Lsun],[Lsun],[km/s],[km/s],[mJy],[mJy],[Lsun],[Lsun],[Lsun],[Lsun],,[Lsun],[Lsun],[Lsun],[Lsun],,-,-,-,-,-,-,-,-,[GHz],[Lsun],[Lsun],[Lsun],
X,M,SPT0027-50,"""00:27:06.54""","""-50:07:19.8""",3.4436,Vanilla,29987.6,SMG,ALMA,[CII]158um,,,,,,,,,8.25E+13,1.10E+13,8.25E+13,1.10E+13,LFIR,,,8.25E+13,1.10E+13,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.1,5.9,1900.547,0,0,#NUM!,
S,M,SPT0027-50,"""00:27:06.54""","""-50:07:19.8""",3.4436,Vanilla,29987.6,SMG,ALMA,[NII]205um,7.3,0.9,2.24E+09,2.77E+08,288,38,,,8.25E+13,5.50E+12,8.25E+13,5.50E+12,LFIR,,,8.25E+13,5.50E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,5.1,5.9,1461.1318,9.351194053,0.05714288614,0.05049099226,
S,M,HeLMS54,"""00:27:17.79""","""+02:39:46.5""",2.707,"H0=67.4, OM=0.315, Flat",22995.3,SMG,ALMA,[CI]609um,0.85,0.3,6.21E+07,2.19E+07,,,,,1.38E+13,2.41E+12,1.38E+13,2.41E+12,LFIR,1.99E+13,1.70E+12,1.99E+13,1.70E+12,LIR,"Cox+23, Ismail+23, Berta+23",2023,"https://ui.adsabs.harvard.edu/abs/2023arXiv230715732C/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715747I/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715748B/abstract","Cox+23, Ismail+23, Berta+23",2023,1,1,1,492.16,7.792814152,0.1890562362,0.1312789146,
S,M,P007+04,"""00:28:06.560""","""+04:57:25.68""",6.0008,,57750.609,QSO,ALMA,[CII]158um,2.24,0.31,2.11E+09,2.92E+08,340,0,2.07,0.04,8.13E+12,0.00E+00,8.13E+12,0.00E+00,LFIR,,,8.13E+12,0.00E+00,LFIR,Decarli+18,2018,https://ui.adsabs.harvard.edu/abs/2017ApJ...836....8T/abstract,Decarli+18,2018,1,1,1,1900.547,9.324125438,0.06469070933,0.0562921621,
S,M,P007+04,"""00:28:06.560""","""+04:57:25.68""",6.0015,Vanilla,57725.7,QSO,ALMA,[CII]158um,1.67,0.1,1.57E+09,9.41E+07,370,22,2.33,0.06,4.52E+12,1.10E+11,4.52E+12,1.10E+11,LFIR,,,4.52E+12,1.10E+11,LFIR,Venemans+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...904..130V/abstract,Venemans+20,2020,1,1,1,1900.547,9.196175747,0.02681681874,0.02525679521,
S,M,HeLMS28,"""00:30:09.28""","""-02:06:25.1""",2.5322,"H0=67.4, OM=0.315, Flat",21216.3,SMG,ALMA,[CI]609um,1.64,0.13,1.07E+08,8.48E+06,,,,,1.91E+13,1.36E+12,1.91E+13,1.36E+12,LFIR,2.73E+13,1.33E+12,2.73E+13,1.33E+12,LIR,"Cox+23, Ismail+23, Berta+23",2023,"https://ui.adsabs.harvard.edu/abs/2023arXiv230715732C/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715747I/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715748B/abstract","Cox+23, Ismail+23, Berta+23",2023,1,1,1,492.16,8.02927751,0.03586690075,0.03312941831,
S,M,HeLMS24,"""00:38:14.00""","""-00:22:52.5""",4.9841,"H0=67.4, OM=0.315, Flat",47483.8,SMG,ALMA,[CI]609um,1.49,0.45,2.87E+08,8.68E+07,,,,,5.37E+13,3.76E+12,5.37E+13,3.76E+12,LFIR,7.73E+13,4.95E+12,7.73E+13,4.95E+12,LIR,"Cox+23, Ismail+23, Berta+23",2023,"https://ui.adsabs.harvard.edu/abs/2023arXiv230715732C/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715747I/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715748B/abstract","Cox+23, Ismail+23, Berta+23",2023,1,1,1,492.16,8.458418013,0.1561529291,0.1146154615,
S,M,P009-10,"""00:38:56.522""","""-10:25:53.90""",6.0039,,57782.203,QSO,ALMA,[CII]158um,6.31,0.47,5.95E+09,4.43E+08,251,0,1.89,0.07,9.33E+12,0.00E+00,9.33E+12,0.00E+00,LFIR,,,9.33E+12,0.00E+00,LFIR,Decarli+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...854...97D/abstract,Decarli+18,2018,1,1,1,1900.547,9.774189567,0.03361651213,0.03120033462,
S,M,P009-10,"""00:38:56.522""","""-10:25:53.90""",6.004,Vanilla,57752.4,QSO,ALMA,[CII]158um,9.6,0.7,9.04E+09,6.59E+08,437,33,3.66,0.36,7.13E+12,6.90E+11,7.13E+12,6.90E+11,LFIR,,,7.13E+12,6.90E+11,LFIR,Venemans+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...904..130V/abstract,Venemans+20,2020,1,1,1,1900.547,9.955977123,0.03288122639,0.03056599167,
S,M,DRC-3,"""00:42:23.31""","""-33:43:59.9""",4.0068,,35934.324,Cluster,ALMA,[CI]609um,0.598,0.076,7.89E+07,1.00E+07,359,0,0.218,0.022,,,5.09E+12,0.00E+00,LIR,5.09E+12,0.00E+00,5.09E+12,0.00E+00,LIR,Oteo+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...856...72O/abstract,Oteo+18,2018,1,1,1,492.16,7.897299552,0.05903068099,0.05195871255,
S,M,DRC-1,"""00:42:23.52""","""-33:43:23.4""",4.001,,35872.637,Cluster,ALMA,[CI]609um,0.882,0.119,1.16E+08,1.57E+07,1009,0,0.406,0.028,,,1.62E+13,0.00E+00,LIR,1.62E+13,0.00E+00,1.62E+13,0.00E+00,LIR,Oteo+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...856...72O/abstract,Oteo+18,2018,1,1,1,492.16,8.065077989,0.06294404718,0.05496549235,
S,M,DRC-2,"""00:42:23.56""","""-33:43:38.5""",4.0098,,35963.059,Cluster,ALMA,[CI]609um,0.394,0.054,5.21E+07,7.14E+06,2140,0,0.154,0.01,,,5.52E+12,0.00E+00,LIR,5.52E+12,0.00E+00,5.52E+12,0.00E+00,LIR,Oteo+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...856...72O/abstract,Oteo+18,2018,1,1,1,492.16,7.716528738,0.06401730478,0.05578179217,
S,M,DRC-4,"""00:42:23.95""","""-33:43:35.4""",4.0103,,35968.684,Cluster,ALMA,[CI]609um,0.364,0.044,4.81E+07,5.82E+06,602,0,0.075,0.017,,,2.65E+12,0.00E+00,LIR,2.65E+12,0.00E+00,2.65E+12,0.00E+00,LIR,Oteo+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...856...72O/abstract,Oteo+18,2018,1,1,1,492.16,7.682226403,0.05595140533,0.04955877944,
S,M,PJ011+09,"""00:45:33.566""","""+09:01:56.928""",6.4694,,63017.652,QSO,ALMA,[CII]158um,0.27,0.01,2.84E+08,1.05E+07,449,0,1.2,0.01,,,,,,,,,,,Eilers+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...900...37E/abstract,Eilers+20,2020,1,1,1,1900.547,8.452914435,0.01639041619,0.01579426718,
X,M,J0046-2837,"""00:46:23.65""","""-28:37:47.34""",5.99,,57626.84,QSO,ALMA,[CII]158um,,,,,,,0.18,0.04,2.88E+11,0.00E+00,2.88E+11,0.00E+00,LFIR,,,2.88E+11,0.00E+00,LFIR,Decarli+18,2018,https://ui.adsabs.harvard.edu/abs/2018ApJ...854...97D/abstract,Decarli+18,2018,1,1,1,1900.547,0,0,#NUM!,
S,M,SEv1.165,"""00:47:36.072""","""-27:29:53.16""",2.03,Vanilla,15822.7,SMG,Herschel,[NII]122um,0,62.7910205,0.00E+00,1.33E+10,,,108,9,,,3.72E+13,3.30E+12,LIR,3.72E+13,3.30E+12,3.72E+13,3.30E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2459.38,0,0,10.12287508,
S,M,SEv1.165,"""00:47:36.072""","""-27:29:53.16""",2.03,Vanilla,15822.7,SMG,Herschel,[OI]146um,0,57.32392044,0.00E+00,1.01E+10,,,,,,,3.72E+13,3.30E+12,LIR,3.72E+13,3.30E+12,3.72E+13,3.30E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2060.0688,0,0,10.00636951,
S,M,SEv1.165,"""00:47:36.072""","""-27:29:53.16""",2.03,Vanilla,15822.7,SMG,Herschel,[OI]63um,0,38.29107054,0.00E+00,1.56E+10,,,,,,,3.72E+13,3.30E+12,LIR,3.72E+13,3.30E+12,3.72E+13,3.30E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,4744.678,0,0,10.19345615,
S,M,SEv1.165,"""00:47:36.072""","""-27:29:53.16""",2.03,Vanilla,15822.7,SMG,Herschel,[OIII]52um,0,56.52067447,0.00E+00,2.81E+10,,,,,,,3.72E+13,3.30E+12,LIR,3.72E+13,3.30E+12,3.72E+13,3.30E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,5785.88,0,0,10.44872866,
S,M,SEv1.165,"""00:47:36.072""","""-27:29:53.16""",2.03,Vanilla,15822.7,SMG,Herschel,[OIII]88um,0,29.44976289,0.00E+00,8.59E+09,,,,,,,3.72E+13,3.30E+12,LIR,3.72E+13,3.30E+12,3.72E+13,3.30E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,3393.01,0,0,9.933818841,
S,M,HerBS-24,"""00:47:36.09""","""-27:29:52.0""",2.198,Vanilla,17436.5,SFG,ALMA,[CI]609um,5,0.7,2.43E+08,3.41E+07,,,,,,,5.67E+13,0.00E+00,LIR,5.67E+13,0.00E+00,5.67E+13,0.00E+00,LIR,Urquhart+22,2022,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3017U/abstract,Urquhart+22,2022,1,3.7,5.5,492.16,8.386149826,0.06550154876,0.05690485134,
S,M,HeLMS26E,"""00:47:47.56""","""+06:14:39.4""",2.6899,"H0=67.4, OM=0.315, Flat",22820.4,SMG,ALMA,[CI]609um,1.19,0.36,8.60E+07,2.60E+07,,,,,1.82E+13,5.25E+12,1.82E+13,5.25E+12,LFIR,,,1.82E+13,5.25E+12,LFIR,"Cox+23, Ismail+23, Berta+23",2023,"https://ui.adsabs.harvard.edu/abs/2023arXiv230715732C/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715747I/abstract, https://ui.adsabs.harvard.edu/abs/2023arXiv230715748B/abstract","Cox+23, Ismail+23, Berta+23",2023,1,1,1,492.16,7.934318523,0.156468869,0.1147847368,
S,M,HerBS-63,"""00:51:31.70""","""-30:20:20.6""",2.432,Vanilla,19721.2,SFG,ALMA,[CI]609um,2,0.3,1.16E+08,1.74E+07,,,,,,,2.10E+13,0.00E+00,LIR,2.10E+13,0.00E+00,2.10E+13,0.00E+00,LIR,Urquhart+22,2022,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3017U/abstract,Urquhart+22,2022,1,2.2,4,492.16,8.064489044,0.07058107429,0.06069784035,
S,M,HerBS-45,"""00:51:32.95""","""-30:18:49.7""",2.434,Vanilla,19740.9,SFG,ALMA,[CI]609um,3,0.5,1.74E+08,2.90E+07,,,,,,,1.32E+13,0.00E+00,LIR,1.32E+13,0.00E+00,1.32E+13,0.00E+00,LIR,Urquhart+22,2022,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3017U/abstract,Urquhart+22,2022,1,9.4,16.2,492.16,8.241194514,0.07918124605,0.06694678963,
X,M,J0052−0556,"""00:52:33.24""","""-05:56:53.5""",2.363,Vanilla,19043.3,QSO,ALMA,[CI]370um,,,,,,,,,,,6.56E+13,3.28E+13,LIR,6.56E+13,3.28E+13,6.56E+13,3.28E+13,LIR,Scholtz+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.5246S/abstract,Scholtz+23,2023,1,1,1,809.34,0,0,#NUM!,
S,M,J0055+0146,"""00:55:02.910""","""+01:46:18.30""",6.006,,57808.88,QSO,ALMA,[CII]158um,0.839,0.132,7.91E+08,1.24E+08,359,0,0.211,0.034,4.85E+11,7.80E+10,4.85E+11,7.80E+10,LFIR,,,4.85E+11,7.80E+10,LFIR,Willott+15,2015,https://ui.adsabs.harvard.edu/abs/2015ApJ...801..123W/abstract,Willott+15,2015,1,1,1,1900.547,8.898192892,0.07434254703,0.06345726908,
S,M,HerBS-77,"""00:56:29.25""","""-31:12:07.5""",2.228,Vanilla,17727.1,SFG,ALMA,[CI]609um,0,0.5,0.00E+00,2.49E+07,,,,,,,2.24E+13,0.00E+00,LIR,2.24E+13,0.00E+00,2.24E+13,0.00E+00,LIR,Hagimoto+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.5508H/abstract,Hagimoto+23,2023,1,1.1,1.7,492.16,0,0,7.396451521,
S,M,HerBS-90,"""00:56:59.28""","""-29:50:39.3""",3.992,Vanilla,35757.3,SFG,ALMA,[CI]370um,4,1.1,8.62E+08,2.37E+08,,,,,,,4.13E+13,0.00E+00,LIR,4.13E+13,0.00E+00,4.13E+13,0.00E+00,LIR,Hagimoto+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.5508H/abstract,Hagimoto+23,2023,1,3.2,4.6,809.34,8.935679195,0.1396619934,0.1055101848,
S,M,HerBS-90,"""00:56:59.28""","""-29:50:39.3""",3.992,Vanilla,35757.3,SFG,ALMA,[CI]609um,4.1,1,5.37E+08,1.31E+08,,,,,,,4.13E+13,0.00E+00,LIR,4.13E+13,0.00E+00,4.13E+13,0.00E+00,LIR,Urquhart+22,2022,https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.3017U/abstract,Urquhart+22,2022,1,3.2,4.6,492.16,8.73037837,0.1214221629,0.09478631938,
S,C,J0100+2802C,"""01:00:12.7""","""+28:02:26""",6.3258,Vanilla,61364.7,SMG,ALMA,[CII]158um,2.39E+00,0.00E+00,2.43E+09,0.00E+00,,,0.011,0.003,,,2.20E+12,1.80E+12,LIR,2.20E+12,1.80E+12,2.20E+12,1.80E+12,LIR,Tripodi+23b,2023,https://ui.adsabs.harvard.edu/abs/2023arXiv230601644T/abstract,Tripodi+23b,2023,1,1,1,1900.547,9.385606274,0,0,
S,M,J0100+2802,"""01:00:13.0""","""+28:02:26""",6.3258,Vanilla,61364.7,QSO,ALMA,[CII]158um,3.89E+00,0.00E+00,3.95E+09,0.00E+00,,,,,,,5.30E+12,6.40E+11,LIR,5.30E+12,6.40E+11,5.30E+12,6.40E+11,LIR,Tripodi+23a,2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...946L..45T/abstract,Tripodi+23a,2023,1,1,1,1900.547,9.596597096,0,0,
S,M,J0100+2802,"""01:00:13.0""","""+28:02:26""",6.3258,Vanilla,61364.7,QSO,ALMA,[CII]158um,3.64,0.22,3.70E+09,2.24E+08,373,25,1.26,0.08,7.80E+12,7.00E+11,7.80E+12,7.00E+11,LFIR,1.30E+13,0.00E+00,1.30E+13,0.00E+00,LIR,Wang+19,2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...880....2W/abstract,Wang+19,2019,1,1,1,1900.547,9.56799551,0.02707527759,0.02548592102,
S,M,J0100+2802,"""01:00:13.0""","""+28:02:26""",6.3258,Vanilla,61364.7,QSO,PdBI,[CII]158um,3.36,0.46,3.41E+09,4.67E+08,300,0,1.35,0.25,7.80E+12,7.00E+11,7.80E+12,7.00E+11,LFIR,1.30E+13,0.00E+00,1.30E+13,0.00E+00,LIR,Wang+16,2016,https://ui.adsabs.harvard.edu/abs/2016ApJ...830...53W/abstract,Wang+16,2016,1,1,1,1900.547,9.533233404,0.06394127949,0.05572408552,
S,M,J0100+2802,"""01:00:13.0""","""+28:02:26""",6.3258,Vanilla,61364.7,QSO,ALMA,[CII]158um,3.69,0.17,3.75E+09,1.73E+08,405,20,1.37,0.09,2.92E+12,1.80E+11,2.92E+12,1.80E+11,LFIR,,,2.92E+12,1.80E+11,LFIR,Venemans+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...904..130V/abstract,Venemans+20,2020,1,1,1,1900.547,9.573920492,0.02048370268,0.01956093851,
S,C,J0100+2802C1,"""01:00:14.04""","""+28:02:17.4""",6.324,Vanilla,61344.4,SMG,ALMA,[CII]158um,0.8,0.13,8.12E+08,1.32E+08,435,78,0,0.23,,,,,,,,,,,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.2270B/abstract,Bakx+24,2024,,,1,1900.547,8.909803451,0.07701518429,0.06539296156,
S,C,J0100+2802C1,"""01:00:14.04""","""+28:02:17.4""",6.324,Vanilla,61344.4,SMG,ALMA,[OIII]88um,0,0.09,0.00E+00,1.63E+08,,,0,0.17,,,,,,,,,,,Bakx+24,2024,https://ui.adsabs.harvard.edu/abs/2024MNRAS.532.2270B/abstract,Bakx+24,2024,,,1,3393.01,0,0,8.212662499,
S,M,SFv1.88,"""01:02:50.88""","""-31:17:23.64""",1.57,Vanilla,11539.5,SMG,Herschel,[CII]158um,0,56.75631279,0.00E+00,5.81E+09,,,168,9,,,3.48E+13,1.40E+12,LIR,3.48E+13,1.40E+12,3.48E+13,1.40E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,1900.547,0,0,9.764366986,
S,M,SFv1.88,"""01:02:50.88""","""-31:17:23.64""",1.57,Vanilla,11539.5,SMG,Herschel,[NII]122um,0,43.85985086,0.00E+00,5.81E+09,,,,,,,3.48E+13,1.40E+12,LIR,3.48E+13,1.40E+12,3.48E+13,1.40E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2459.38,0,0,9.764366986,
S,M,SFv1.88,"""01:02:50.88""","""-31:17:23.64""",1.57,Vanilla,11539.5,SMG,Herschel,[NII]205um,0,126.5571251,0.00E+00,9.96E+09,,,,,,,3.48E+13,1.40E+12,LIR,3.48E+13,1.40E+12,3.48E+13,1.40E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,1461.1318,0,0,9.998450193,
S,M,SFv1.88,"""01:02:50.88""","""-31:17:23.64""",1.57,Vanilla,11539.5,SMG,Herschel,[OI]146um,0,37.40098389,0.00E+00,4.15E+09,,,,,,,3.48E+13,1.40E+12,LIR,3.48E+13,1.40E+12,3.48E+13,1.40E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,2060.0688,0,0,9.618238951,
S,M,SFv1.88,"""01:02:50.88""","""-31:17:23.64""",1.57,Vanilla,11539.5,SMG,Herschel,[OIII]88um,0,70.39491779,0.00E+00,1.29E+10,,,,,,,3.48E+13,1.40E+12,LIR,3.48E+13,1.40E+12,3.48E+13,1.40E+12,LIR,Zhang+18,2018,https://ui.adsabs.harvard.edu/abs/2018MNRAS.481...59Z/abstract,Zhang+18,2018,1,5,5,3393.01,0,0,10.10960064,
S,M,SPT0103-45,"""01:03:11.50""","""-45:38:53.9""",3.0917,Vanilla,26354,SMG,ALMA,[CI]370um,15.29,1.75,2.18E+09,2.50E+08,,,25.52,2.73,3.40E+13,2.00E+12,3.40E+13,2.00E+12,LFIR,,,3.40E+13,2.00E+12,LFIR,Gururajan+21,2021,https://ui.adsabs.harvard.edu/abs/2022A%26A...663A..22G/abstract,Gururajan+21,2021,1,6,6.4,809.34,9.339361129,0.05278882106,0.04706210502,
S,M,SPT0103-45,"""01:03:11.50""","""-45:38:53.9""",3.0917,Vanilla,26354,SMG,APEX,[CII]158um,125,17,4.19E+10,5.70E+09,304,0,,,3.40E+13,2.00E+12,3.40E+13,2.00E+12,LFIR,,,3.40E+13,2.00E+12,LFIR,Gullberg+15,2015,https://ui.adsabs.harvard.edu/abs/2015MNRAS.449.2883G/abstract,Gullberg+15,2015,1,5,5.2,1900.547,10.62261127,0.06348625752,0.05537833137,
S,M,SPT0103-45,"""01:03:11.50""","""-45:38:53.9""",3.0917,Vanilla,26354,SMG,ALMA,[CII]158um,190.4,23.8,6.39E+10,7.99E+09,239,39,,,3.71E+13,1.06E+13,3.71E+13,1.06E+13,LFIR,,,3.71E+13,1.06E+13,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,4.8,5.8,1900.547,10.8053682,0.05799194698,0.05115252245,
S,M,SPT0103-45,"""01:03:11.50""","""-45:38:53.9""",3.0917,Vanilla,26354,SMG,ALMA,[NII]205um,12.1,2.3,3.12E+09,5.93E+08,429,67,,,3.71E+13,1.06E+13,3.71E+13,1.06E+13,LFIR,,,3.71E+13,1.06E+13,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,4.8,5.8,1461.1318,9.494297402,0.09155929462,0.07557712178,
X,M,SPT0109-47,"""01:09:49.66""","""-47:02:11.4""",3.6137,Vanilla,31764.1,SMG,ALMA,[CII]158um,,,,,,,,,6.10E+13,8.54E+12,6.10E+13,8.54E+12,LFIR,,,6.10E+13,8.54E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,10.5,13.9,1900.547,0,0,#NUM!,
S,M,SPT0109-47,"""01:09:49.66""","""-47:02:11.4""",3.6137,Vanilla,31764.1,SMG,ALMA,[NII]205um,8.1,1.8,2.69E+09,5.98E+08,545,75,,,6.10E+13,8.54E+12,6.10E+13,8.54E+12,LFIR,,,6.10E+13,8.54E+12,LFIR,Cunningham+20,2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.494.4090C/abstract,Reuter+20,2020,1,10.5,13.9,1461.1318,9.430031509,0.1091444694,0.08715017572,
S,M,J0109-3047,"""01:09:53.13""","""-30:47:26.32""",6.7909,Vanilla,66619.7,QSO,ALMA,[CI]370um,0,0.15,0.00E+00,7.19E+07,340,0,0,0.046,1.30E+12,4.00E+11,1.30E+12,4.00E+11,LFIR,,,1.30E+12,4.00E+11,LFIR,Venemans+17,2017,https://ui.adsabs.harvard.edu/abs/2017ApJ...845..154V/abstract,Venemans+17,2017,1,1,1,809.34,0,0,7.856873319,
S,M,J0109-3047,"""01:09:53.13""","""-30:47:26.32""",6.7909,Vanilla,66619.7,QSO,ALMA,[CII]158um,1.65,0.14,1.86E+09,1.58E+08,354,34,0.52,0.08,1.26E+12,1.90E+11,1.26E+12,1.90E+11,LFIR,,,1.26E+12,1.90E+11,LFIR,Venemans+20,2020,https://ui.adsabs.harvard.edu/abs/2020ApJ...904..130V/abstract,Venemans+20,2020,1,1,1,1900.547,9.269013613,0.03850699692,0.03536908677,
S,M,J0109-3047,"""01:09:53.13""","""-30:47:26.32""",6.7909,Vanilla,66619.7,QSO,ALMA,[CII]158um,1.411,0.079,1.59E+09,8.90E+07,319,16,0.536,0.075,1.10E+12,5.00E+11,1.10E+12,5.00E+11,LFIR,1.50E+12,6.00E+11,1.50E+12,6.00E+11,LIR,Meyer+23,2023,https://ui.adsabs.harvard.edu/abs/2023ApJ...956..127M/abstract,Meyer+23,2023,1,1,1,1900.547,9.201056682,0.02502278892,0.02365925466,
S,M,J0109-3047,"""01:09:53.13""","""-30:47:26.32""",6.7909,Vanilla,66619.7,QSO,ALMA,[CII]158um,2.04,0.2,2.30E+09,2.25E+08,340,0,0.56,0.11,1.10E+12,5.00E+11,1.10E+12,5.00E+11,LFIR,1.50E+12,6.00E+11,1.50E+12,6.00E+11,LIR,Venemans+16,2016,https://ui.adsabs.harvard.edu/abs/2016ApJ...816...37V/abstract,Venemans+16,2016,1,1,1,1900.547,9.361159836,0.04481234442,0.04061785091,
S,M,HerBS-160,"""01:10:14.46""","""-31:48:15.9""",3.955,Vanilla,35364.4,SFG,ALMA,[CI]609um,1.2,0.3,1.55E+08,3.88E+07,,,,,,,5.05E+13,0.00E+00,LIR,5.05E+13,0.00E+00,5.05E+13,0.00E+00,LIR,Hagimoto+23,2023,https://ui.adsabs.harvard.edu/abs/2023MNRAS.521.5508H/abstract,Hagimoto+23,2023,1,6.5,9.7,492.16,8.190409829,0.1249387366,0.09691001301,
S,M,A2895a,"""01:11:11.184""","""-26:58:03.826""",3.39548,Vanilla,29487.2,SFG,ALMA,[CII]158um,0.915,0.09,3.58E+08,3.52E+07,122,0,0,0.586,,,1.68E+10,9.00E+08,LIR,1.68E+10,9.00E+08,1.68E+10,9.00E+08,LIR,Zanella+24,2024,https://ui.adsabs.harvard.edu/abs/2024A%26A...685A..80Z/abstract,Zanella+24,2024,1,5.1,5.7,1900.547,8.55359381,0.04496714552,0.04074496769,
S,M,SPT0113-46,"""01:13:09.01""","""-46:17:56.3""",4.2328,Vanilla,38326.9,SMG,ALMA,[CI]370um,4.26,0.67,1.01E+09,1.58E+08,,,,,2.39E+13,4.78E+12,2.39E+13,4.78E+12,LFIR,,,2.39E+13,4.78E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,23.4,24.4,809.34,9.002847194,0.07431515052,0.06343732017,
S,M,SPT0113-46,"""01:13:09.01""","""-46:17:56.3""",4.2328,Vanilla,38326.9,SMG,ALMA,[CI]609um,3.36,0.68,4.83E+08,9.77E+07,,,,,2.39E+13,4.78E+12,2.39E+13,4.78E+12,LFIR,,,2.39E+13,4.78E+12,LFIR,Gururajan+23,2023,https://ui.adsabs.harvard.edu/abs/2023A%26A...676A..89G/abstract,Reuter+20,2020,1,23.4,24.4,492.16,8.683752181,0.09820448336,0.08004208772,
S,M,SPT0113-46,"""01:13:09.01""","""-46:17:56.3""",4.2328,Vanilla,38326.9,SMG,ALMA,[CI]609um,3.55E+00,6.96E-01,5.10E+08,1.00E+08,,,,,2.80E+13,5.00E+12,2.80E+13,5.00E+12,LFIR,,,2.80E+13,5.00E+12,LFIR,Bothwell+17,2017,https://ui.adsabs.harvard.edu/abs/2017MNRAS.466.2825B/abstract,Bothwell+17,2017,1,23.4,24.4,492.16,8.707570176,0.09478631938,0.07775965891,
