 f1,f2,f3,lgn,   lgT,    lgZ, F_n2_10,F_n2_21,   F_c2, F_c1_10,F_c1_21, F_o1_10,F_o1_21,F_o1_op,F_o3_10,F_o3_21,   F_ha,   F_hb,   F_hg,  F_o3_32,F_o3_31,F_o3_43,F_o2_10,F_o2_20, F_n2_31,F_n2_32,  F_s2_a, F_s2_b,F_he1_a,F_he1_b,  F_n3
 F,F,ok,2.500, 3.000,  0.400,  -4.112, -3.267,  -3.306, -7.586, -8.516,  -5.736, -4.656, -8.776, -1.546, -1.246,  -0.958, -1.456, -1.800,  -5.720, -6.195, -6.485,-10.938,-10.858,  -5.373, -4.903,  -5.779, -5.756, -3.147, -2.691, -1.828
 F,F,ok,2.500, 3.500,  0.400,  -3.957, -3.135,  -3.053, -7.571, -8.519,  -5.280, -4.149, -6.129, -1.169, -0.934,  -1.051, -1.531, -1.867,  -3.068, -3.543, -6.204, -4.719, -4.716,  -3.870, -3.400,  -3.726, -3.709, -3.236, -2.791, -1.520
 F,F,ok,2.500, 4.000,  0.400,  -3.787, -3.006,  -2.991, -7.447, -8.404,  -4.895, -3.859, -3.349, -0.898, -0.749,  -1.220, -1.684, -2.014,  -0.253, -0.729, -2.450, -1.172, -1.225,  -1.934, -1.464,  -1.919, -1.955, -3.416, -2.979, -1.268
 F,F,ok,2.500, 4.500,  0.400,  -1.442, -0.717,  -0.545, -5.534, -6.498,  -4.608, -3.558, -3.025, -0.635, -0.528,  -0.818, -1.384, -1.750,   0.531,  0.055, -0.708,  1.009,  0.929,   0.030,  0.503,  -0.133, -0.197, -2.959, -2.270, -0.319
 F,F,ok,2.500, 5.000,  0.400,  -3.502, -2.789,  -2.651, -8.393, -9.355,  -7.397, -6.301, -5.891,  0.768,  1.072,  -1.271, -1.858, -2.246,   1.190,  0.711,  0.218, -1.474, -1.557,  -2.435, -1.962,  -2.815, -2.896, -3.510, -2.930,  0.331
 F,F,ok,2.750, 1.500,  0.400,  -4.963, -5.509,  -4.628, -7.448, -7.978,  -6.476, -5.658, -8.918, -4.773, -5.772,  -0.677, -1.196, -1.547,  -7.383, -7.858, -7.925,-11.643,-11.543,  -5.193, -4.723,  -6.923, -6.245, -2.899, -2.434, -5.556
 F,F,ok,2.750, 2.000,  0.400,  -4.274, -3.795,  -3.619, -7.107, -7.881,  -6.229, -5.395, -8.666, -3.025, -3.407,  -0.663, -1.180, -1.530,  -6.805, -7.280, -7.443,-11.261,-11.045,  -5.005, -4.535,  -5.967, -5.627, -2.873, -2.409, -3.392
 F,F,ok,2.750, 2.500,  0.400,  -4.217, -3.411,  -3.538, -7.453, -8.349,  -5.915, -4.915, -8.572, -2.086, -1.762,  -0.666, -1.178, -1.525,  -5.905, -6.380, -6.662,-10.968,-10.761,  -5.066, -4.596,  -5.574, -5.384, -2.865, -2.403, -2.236
 F,F,ok,2.750, 3.000,  0.400,  -4.125, -3.236,  -3.297, -7.576, -8.513,  -5.485, -4.394, -8.514, -1.534, -1.082,  -0.707, -1.206, -1.549,  -5.407, -5.882, -6.196,-10.777,-10.617,  -5.124, -4.654,  -5.620, -5.510, -2.896, -2.440, -1.733
 F,F,ok,2.750, 3.500,  0.400,  -3.981, -3.095,  -3.047, -7.570, -8.523,  -5.061, -3.914, -5.878, -1.132, -0.743,  -0.800, -1.281, -1.617,  -2.812, -3.288, -5.895, -4.539, -4.458,  -3.619, -3.150,  -3.544, -3.455, -2.985, -2.540, -1.403
 F,F,ok,2.750, 4.000,  0.400,  -3.815, -2.952,  -2.982, -7.449, -8.409,  -4.685, -3.622, -3.084, -0.826, -0.533,  -0.970, -1.434, -1.764,  -0.001, -0.477, -2.197, -0.973, -0.963,  -1.682, -1.213,  -1.723, -1.698, -3.164, -2.723, -1.133
 F,F,ok,2.750, 4.500,  0.400,  -1.457, -0.632,  -0.508, -5.524, -6.492,  -4.400, -3.320, -2.771, -0.513, -0.283,  -0.567, -1.133, -1.500,   0.790,  0.313, -0.449,  1.212,  1.183,   0.278,  0.751,   0.066,  0.048, -2.663, -1.948, -0.139
 F,F,ok,2.750, 5.000,  0.400,  -3.543, -2.730,  -2.662, -8.422, -9.388,  -7.236, -6.115, -5.662,  0.878,  1.253,  -1.023, -1.609, -1.997,   1.445,  0.966,  0.474, -1.268, -1.304,  -2.186, -1.713,  -2.619, -2.668, -3.236, -2.640,  0.473
 F,F,ok,3.000, 1.500,  0.400,  -4.948, -5.489,  -4.602, -7.409, -7.955,  -6.228, -5.405, -8.658, -4.781, -5.732,  -0.427, -0.946, -1.297,  -7.156, -7.631, -7.695,-11.574,-11.452,  -4.964, -4.494,  -6.862, -6.128, -2.649, -2.184, -5.553
 F,F,ok,3.000, 2.000,  0.400,  -4.257, -3.769,  -3.585, -7.058, -7.852,  -5.971, -5.130, -8.394, -3.051, -3.354,  -0.413, -0.930, -1.280,  -6.578, -7.053, -7.218,-11.163,-10.904,  -4.755, -4.285,  -5.871, -5.475, -2.622, -2.158, -3.389
 F,F,ok,3.000, 2.500,  0.400,  -4.219, -3.397,  -3.524, -7.437, -8.341,  -5.692, -4.679, -8.332, -2.096, -1.663,  -0.417, -0.929, -1.276,  -5.626, -6.100, -6.397,-10.852,-10.583,  -4.822, -4.352,  -5.460, -5.205, -2.615, -2.153, -2.187
 F,F,ok,3.000, 3.000,  0.400,  -4.135, -3.220,  -3.293, -7.571, -8.513,  -5.260, -4.152, -8.265, -1.547, -0.962,  -0.457, -0.955, -1.299,  -5.120, -5.595, -5.933,-10.640,-10.405,  -4.879, -4.409,  -5.483, -5.298, -2.645, -2.189, -1.669
 F,F,ok,3.000, 3.500,  0.400,  -4.000, -3.073,  -3.045, -7.573, -8.527,  -4.867, -3.695, -5.631, -1.131, -0.591,  -0.551, -1.031, -1.367,  -2.557, -3.032, -5.620, -4.380, -4.217,  -3.373, -2.903,  -3.383, -3.222, -2.734, -2.289, -1.320
 F,F,ok,3.000, 4.000,  0.400,  -3.840, -2.922,  -2.980, -7.457, -8.420,  -4.519, -3.413, -2.832, -0.798, -0.352,  -0.720, -1.184, -1.513,   0.251, -0.224, -1.944, -0.797, -0.708,  -1.435, -0.965,  -1.552, -1.456, -2.911, -2.464, -1.034
 F,F,ok,3.000, 4.500,  0.400,  -1.461, -0.559,  -0.468, -5.508, -6.477,  -4.212, -3.087, -2.517, -0.429, -0.060,  -0.316, -0.885, -1.252,   1.049,  0.572, -0.190,  1.388,  1.427,   0.522,  0.995,   0.237,  0.281, -2.376, -1.640,  0.017
 F,F,ok,3.000, 5.000,  0.400,  -3.582, -2.694,  -2.679, -8.453, -9.421,  -7.104, -5.940, -5.429,  0.972,  1.414,  -0.774, -1.361, -1.747,   1.698,  1.220,  0.729, -1.088, -1.058,  -1.939, -1.467,  -2.440, -2.442, -2.968, -2.360,  0.585
 F,F,ok,3.250, 1.500,  0.400,  -4.934, -5.472,  -4.576, -7.377, -7.932,  -5.988, -5.155, -8.396, -4.808, -5.719,  -0.177, -0.697, -1.047,  -6.940, -7.415, -7.473,-11.529,-11.393,  -4.754, -4.285,  -6.815, -6.045, -2.398, -1.933, -5.576
 F,F,ok,3.250, 2.000,  0.400,  -4.244, -3.750,  -3.558, -7.023, -7.828,  -5.748, -4.894, -8.150, -3.099, -3.349,  -0.166, -0.683, -1.032,  -6.370, -6.845, -7.009,-11.095,-10.807,  -4.519, -4.049,  -5.798, -5.365, -2.374, -1.909, -3.419
 F,F,ok,3.250, 2.500,  0.400,  -4.214, -3.383,  -3.505, -7.415, -8.323,  -5.455, -4.423, -8.066, -2.112, -1.600,  -0.167, -0.678, -1.026,  -5.363, -5.838, -6.144,-10.759,-10.443,  -4.584, -4.114,  -5.369, -5.067, -2.364, -1.901, -2.160
 F,F,ok,3.250, 3.000,  0.400,  -4.142, -3.210,  -3.290, -7.569, -8.513,  -5.053, -3.918, -8.013, -1.573, -0.879,  -0.207, -0.706, -1.049,  -4.853, -5.328, -5.685,-10.527,-10.230,  -4.639, -4.169,  -5.369, -5.124, -2.394, -1.937, -1.629
 F,F,ok,3.250, 3.500,  0.400,  -4.012, -3.060,  -3.044, -7.574, -8.530,  -4.687, -3.478, -5.372, -1.154, -0.480,  -0.300, -0.780, -1.117,  -2.303, -2.779, -5.369, -4.242, -4.003,  -3.129, -2.659,  -3.240, -3.016, -2.483, -2.037, -1.265
 F,F,ok,3.250, 4.000,  0.400,  -3.861, -2.907,  -2.983, -7.473, -8.436,  -4.401, -3.237, -2.592, -0.804, -0.211,  -0.470, -0.934, -1.263,   0.503,  0.028, -1.690, -0.644, -0.473,  -1.191, -0.721,  -1.408, -1.239, -2.657, -2.203, -0.965
 F,F,ok,3.250, 4.500,  0.400,  -1.481, -0.527,  -0.460, -5.518, -6.488,  -4.085, -2.895, -2.262, -0.389,  0.125,  -0.065, -0.634, -1.002,   1.308,  0.832,  0.070,  1.539,  1.658,   0.765,  1.238,   0.380,  0.495, -2.097, -1.349,  0.118
 F,F,ok,3.250, 5.000,  0.400,  -3.614, -2.676,  -2.700, -8.487, -9.456,  -7.005, -5.780, -5.194,  1.048,  1.555,  -0.525, -1.112, -1.498,   1.950,  1.472,  0.983, -0.939, -0.830,  -1.695, -1.223,  -2.285, -2.227, -2.708, -2.092,  0.669
 F,F,ok,3.500, 1.500,  0.400,  -4.919, -5.457,  -4.551, -7.350, -7.910,  -5.760, -4.909, -8.133, -4.853, -5.730,   0.072, -0.447, -0.797,  -6.739, -7.214, -7.260,-11.502,-11.358,  -4.572, -4.102,  -6.781, -5.988, -2.148, -1.683, -5.622
 F,F,ok,3.500, 2.000,  0.400,  -4.227, -3.730,  -3.527, -6.984, -7.796,  -5.515, -4.639, -7.878, -3.166, -3.383,   0.084, -0.433, -0.783,  -6.182, -6.657, -6.816,-11.046,-10.741,  -4.302, -3.832,  -5.741, -5.286, -2.124, -1.658, -3.475
 F,F,ok,3.500, 2.500,  0.400,  -4.211, -3.375,  -3.491, -7.399, -8.310,  -5.259, -4.197, -7.822, -2.131, -1.565,   0.081, -0.430, -0.778,  -5.113, -5.588, -5.898,-10.694,-10.346,  -4.359, -3.889,  -5.302, -4.970, -2.114, -1.650, -2.147
 F,F,ok,3.500, 3.000,  0.400,  -4.146, -3.205,  -3.290, -7.568, -8.513,  -4.869, -3.694, -7.757, -1.599, -0.826,   0.043, -0.456, -0.799,  -4.597, -5.072, -5.443,-10.438,-10.098,  -4.408, -3.938,  -5.278, -4.994, -2.143, -1.684, -1.604
 F,F,ok,3.500, 3.500,  0.400,  -4.024, -3.056,  -3.047, -7.582, -8.538,  -4.560, -3.302, -5.132, -1.185, -0.405,  -0.051, -0.531, -0.867,  -2.051, -2.526, -5.128, -4.128, -3.827,  -2.894, -2.425,  -3.125, -2.852, -2.232, -1.785, -1.230
 F,F,ok,3.500, 4.000,  0.400,  -3.874, -2.898,  -2.985, -7.487, -8.450,  -4.304, -3.068, -2.336, -0.831, -0.109,  -0.219, -0.684, -1.013,   0.754,  0.279, -1.436, -0.512, -0.265,  -0.950, -0.480,  -1.284, -1.052, -2.403, -1.941, -0.921
 F,F,ok,3.500, 4.500,  0.400,  -1.468, -0.482,  -0.432, -5.508, -6.478,  -3.969, -2.704, -2.003, -0.377,  0.274,   0.190, -0.381, -0.748,   1.566,  1.089,  0.329,  1.668,  1.869,   1.009,  1.482,   0.496,  0.683, -1.822, -1.067,  0.210
 F,F,ok,3.500, 5.000,  0.400,  -3.640, -2.670,  -2.725, -8.527, -9.496,  -6.937, -5.642, -4.959,  1.107,  1.679,  -0.275, -0.863, -1.249,   2.201,  1.722,  1.235, -0.822, -0.627,  -1.455, -0.983,  -2.161, -2.031, -2.455, -1.834,  0.727
 F,F,ok,3.750, 1.500,  0.400,  -4.917, -5.453,  -4.540, -7.344, -7.906,  -5.596, -4.712, -7.920, -4.922, -5.762,   0.313, -0.206, -0.556,  -6.563, -7.038, -7.063,-11.498,-11.349,  -4.427, -3.957,  -6.763, -5.959, -1.906, -1.441, -5.694
 F,F,ok,3.750, 2.000,  0.400,  -4.211, -3.713,  -3.500, -6.948, -7.764,  -5.302, -4.392, -7.604, -3.253, -3.450,   0.333, -0.184, -0.533,  -6.019, -6.494, -6.641,-11.015,-10.699,  -4.115, -3.645,  -5.700, -5.231, -1.873, -1.407, -3.557
 F,F,ok,3.750, 2.500,  0.400,  -4.205, -3.365,  -3.472, -7.378, -8.291,  -5.074, -3.967, -7.563, -2.149, -1.550,   0.330, -0.181, -0.528,  -4.874, -5.349, -5.655,-10.648,-10.281,  -4.152, -3.683,  -5.254, -4.905, -1.863, -1.399, -2.143
 F,F,ok,3.750, 3.000,  0.400,  -4.154, -3.208,  -3.296, -7.576, -8.522,  -4.744, -3.517, -7.527, -1.619, -0.793,   0.291, -0.207, -0.551,  -4.348, -4.823, -5.200,-10.378,-10.007,  -4.192, -3.723,  -5.215, -4.904, -1.892, -1.433, -1.590
 F,F,ok,3.750, 3.500,  0.400,  -4.032, -3.056,  -3.052, -7.590, -8.547,  -4.462, -3.145, -4.884, -1.215, -0.357,   0.199, -0.281, -0.617,  -1.800, -2.276, -4.888, -4.038, -3.692,  -2.669, -2.199,  -3.034, -2.727, -1.980, -1.532, -1.209
 F,F,ok,3.750, 4.000,  0.400,  -3.886, -2.896,  -2.990, -7.507, -8.470,  -4.257, -2.943, -2.096, -0.865, -0.041,   0.031, -0.434, -0.763,   1.005,  0.529, -1.180, -0.404, -0.095,  -0.716, -0.246,  -1.188, -0.907, -2.149, -1.680, -0.894
 F,F,ok,3.750, 4.500,  0.400,  -1.488, -0.483,  -0.444, -5.538, -6.507,  -3.920, -2.576, -1.748, -0.396,  0.375,   0.441, -0.131, -0.499,   1.821,  1.344,  0.587,  1.762,  2.037,   1.245,  1.717,   0.580,  0.831, -1.561, -0.801,  0.249
 F,F,ok,3.750, 5.000,  0.400,  -3.662, -2.673,  -2.751, -8.574, -9.542,  -6.892, -5.532, -4.725,  1.147,  1.786,  -0.025, -0.614, -1.000,   2.451,  1.972,  1.488, -0.733, -0.460,  -1.221, -0.749,  -2.068, -1.866, -2.207, -1.583,  0.762
 F,F,ok,4.000, 1.500,  0.400,  -4.898, -5.434,  -4.511, -7.313, -7.877,  -5.389, -4.465, -7.624, -5.005, -5.815,   0.568,  0.049, -0.301,  -6.418, -6.893, -6.883,-11.483,-11.331,  -4.314, -3.844,  -6.740, -5.926, -1.650, -1.184, -5.786
 F,F,ok,4.000, 2.000,  0.400,  -4.202, -3.702,  -3.481, -6.922, -7.739,  -5.142, -4.182, -7.357, -3.364, -3.548,   0.579,  0.062, -0.287,  -5.889, -6.364, -6.489,-11.000,-10.677,  -3.965, -3.495,  -5.673, -5.196, -1.625, -1.159, -3.665
 F,F,ok,4.000, 2.500,  0.400,  -4.198, -3.356,  -3.452, -7.357, -8.271,  -4.926, -3.758, -7.307, -2.168, -1.548,   0.578,  0.067, -0.280,  -4.646, -5.121, -5.416,-10.618,-10.240,  -3.973, -3.503,  -5.222, -4.862, -1.613, -1.148, -2.147
 F,F,ok,4.000, 3.000,  0.400,  -4.156, -3.207,  -3.298, -7.577, -8.523,  -4.622, -3.331, -7.267, -1.634, -0.774,   0.540,  0.042, -0.301,  -4.105, -4.580, -4.955,-10.336, -9.947,  -3.997, -3.528,  -5.171, -4.844, -1.640, -1.180, -1.581
 F,F,ok,4.000, 3.500,  0.400,  -4.039, -3.058,  -3.057, -7.600, -8.557,  -4.397, -3.019, -4.636, -1.237, -0.327,   0.449, -0.031, -0.367,  -1.553, -2.028, -4.644, -3.972, -3.597,  -2.458, -1.988,  -2.970, -2.641, -1.728, -1.279, -1.196
 F,F,ok,4.000, 4.000,  0.400,  -3.893, -2.897,  -2.994, -7.525, -8.488,  -4.225, -2.839, -1.848, -0.895,  0.003,   0.281, -0.184, -0.513,   1.253,  0.778, -0.922, -0.318,  0.035,  -0.491, -0.021,  -1.115, -0.801, -1.896, -1.421, -0.878
 F,F,ok,4.000, 4.500,  0.400,  -1.468, -0.454,  -0.418, -5.535, -6.502,  -3.856, -2.446, -1.493, -0.413,  0.450,   0.696,  0.122, -0.246,   2.073,  1.597,  0.844,  1.841,  2.173,   1.477,  1.949,   0.644,  0.943, -1.301, -0.538,  0.302
 F,F,ok,4.000, 5.000,  0.400,  -3.683, -2.683,  -2.779, -8.627, -9.594,  -6.861, -5.450, -4.497,  1.103,  1.875,   0.225, -0.365, -0.751,   2.699,  2.220,  1.742, -0.668, -0.333,  -0.995, -0.523,  -2.004, -1.741, -1.963, -1.338,  0.780
 F,F,ok,4.250, 1.500,  0.400,  -4.890, -5.426,  -4.495, -7.296, -7.861,  -5.241, -4.256, -7.357, -5.119, -5.898,   0.818,  0.299, -0.050,  -6.323, -6.798, -6.730,-11.480,-11.327,  -4.238, -3.769,  -6.728, -5.910, -1.398, -0.932, -5.911
 F,F,ok,4.250, 2.000,  0.400,  -4.191, -3.691,  -3.462, -6.891, -7.709,  -4.986, -3.958, -7.074, -3.498, -3.675,   0.829,  0.313, -0.036,  -5.801, -6.276, -6.365,-10.989,-10.663,  -3.853, -3.384,  -5.653, -5.171, -1.374, -0.907, -3.798
 F,F,ok,4.250, 2.500,  0.400,  -4.191, -3.348,  -3.433, -7.337, -8.251,  -4.828, -3.587, -7.069, -2.188, -1.556,   0.825,  0.315, -0.033,  -4.434, -4.909, -5.180,-10.600,-10.215,  -3.825, -3.355,  -5.201, -4.834, -1.364, -0.899, -2.156
 F,F,ok,4.250, 3.000,  0.400,  -4.161, -3.210,  -3.303, -7.583, -8.529,  -4.553, -3.194, -7.031, -1.643, -0.763,   0.788,  0.290, -0.053,  -3.870, -4.345, -4.709,-10.311, -9.911,  -3.831, -3.361,  -5.144, -4.808, -1.390, -0.929, -1.576
 F,F,ok,4.250, 3.500,  0.400,  -4.040, -3.056,  -3.058, -7.603, -8.561,  -4.331, -2.898, -4.365, -1.251, -0.308,   0.698,  0.219, -0.117,  -1.309, -1.784, -4.393, -3.925, -3.532,  -2.264, -1.794,  -2.922, -2.581, -1.477, -1.027, -1.188
 F,F,ok,4.250, 4.000,  0.400,  -3.896, -2.896,  -2.993, -7.537, -8.500,  -4.188, -2.744, -1.581, -0.917,  0.030,   0.531,  0.067, -0.263,   1.499,  1.023, -0.660, -0.254,  0.127,  -0.277,  0.193,  -1.060, -0.725, -1.643, -1.164, -0.868
 F,F,ok,4.250, 4.500,  0.400,  -1.473, -0.455,  -0.418, -5.559, -6.524,  -3.832, -2.371, -1.244, -0.435,  0.494,   0.949,  0.373,  0.005,   2.322,  1.846,  1.103,  1.894,  2.266,   1.695,  2.168,   0.685,  1.017, -1.046, -0.282,  0.324
 F,F,ok,4.250, 5.000,  0.400,  -3.705, -2.700,  -2.808, -8.683, -9.649,  -6.834, -5.396, -4.279,  1.068,  1.951,   0.475, -0.115, -0.502,   2.945,  2.467,  1.996, -0.625, -0.244,  -0.782, -0.310,  -1.965, -1.654, -1.722, -1.097,  0.788
 F,F,ok,4.500, 1.500,  0.400,  -4.898, -5.433,  -4.498, -7.301, -7.866,  -5.164, -4.101, -7.132, -5.268, -6.016,   1.061,  0.543,  0.194,  -6.293, -6.768, -6.614,-11.493,-11.339,  -4.195, -3.726,  -6.731, -5.911, -1.152, -0.686, -6.072
 F,F,ok,4.500, 2.000,  0.400,  -4.191, -3.691,  -3.456, -6.873, -7.692,  -4.902, -3.793, -6.836, -3.661, -3.834,   1.075,  0.559,  0.210,  -5.767, -6.242, -6.272,-10.990,-10.662,  -3.780, -3.311,  -5.647, -5.162, -1.126, -0.659, -3.961
 F,F,ok,4.500, 2.500,  0.400,  -4.177, -3.334,  -3.405, -7.306, -8.220,  -4.740, -3.421, -6.811, -2.211, -1.572,   1.074,  0.563,  0.216,  -4.244, -4.719, -4.948,-10.585,-10.196,  -3.707, -3.238,  -5.183, -4.812, -1.115, -0.648, -2.171
 F,F,ok,4.500, 3.000,  0.400,  -4.159, -3.208,  -3.302, -7.580, -8.527,  -4.487, -3.065, -6.772, -1.649, -0.757,   1.037,  0.539,  0.196,  -3.646, -4.121, -4.461,-10.293, -9.887,  -3.696, -3.226,  -5.124, -4.783, -1.139, -0.677, -1.572
 F,F,ok,4.500, 3.500,  0.400,  -4.043, -3.058,  -3.061, -7.609, -8.567,  -4.306, -2.831, -4.117, -1.260, -0.297,   0.947,  0.468,  0.132,  -1.072, -1.547, -4.135, -3.896, -3.492,  -2.100, -1.630,  -2.895, -2.546, -1.226, -0.776, -1.182
 F,F,ok,4.500, 4.000,  0.400,  -3.901, -2.900,  -2.996, -7.553, -8.515,  -4.185, -2.698, -1.339, -0.932,  0.046,   0.780,  0.316, -0.013,   1.740,  1.265, -0.390, -0.212,  0.187,  -0.088,  0.382,  -1.028, -0.680, -1.392, -0.911, -0.862
 F,F,ok,4.500, 4.500,  0.400,  -1.489, -0.471,  -0.427, -5.592, -6.555,  -3.827, -2.332, -1.002, -0.454,  0.519,   1.201,  0.624,  0.256,   2.568,  2.091,  1.364,  1.930,  2.328,   1.896,  2.369,   0.711,  1.064, -0.795, -0.029,  0.333
 F,F,ok,4.500, 5.000,  0.400,  -3.731, -2.725,  -2.837, -8.739, -9.704,  -6.808, -5.365, -4.078,  1.044,  2.012,   0.725,  0.134, -0.253,   3.188,  2.709,  2.253, -0.598, -0.187,  -0.587, -0.115,  -1.945, -1.602, -1.484, -0.860,  0.788
 F,F,ok,4.750, 1.500,  0.400,  -4.919, -5.453,  -4.515, -7.319, -7.885,  -5.130, -3.980, -6.922, -5.455, -6.177,   1.303,  0.785,  0.437,  -6.340, -6.815, -6.541,-11.516,-11.362,  -4.180, -3.710,  -6.751, -5.929, -0.907, -0.441, -6.271
 F,F,ok,4.750, 2.000,  0.400,  -4.192, -3.691,  -3.452, -6.850, -7.670,  -4.809, -3.616, -6.554, -3.850, -4.020,   1.326,  0.811,  0.462,  -5.796, -6.271, -6.215,-10.992,-10.662,  -3.738, -3.268,  -5.649, -5.161, -0.872, -0.405, -4.151
 F,F,ok,4.750, 2.500,  0.400,  -4.155, -3.312,  -3.366, -7.260, -8.175,  -4.637, -3.244, -6.512, -2.238, -1.596,   1.324,  0.814,  0.468,  -4.083, -4.558, -4.723,-10.568,-10.177,  -3.616, -3.147,  -5.164, -4.792, -0.863, -0.396, -2.190
 F,F,ok,4.750, 3.000,  0.400,  -4.152, -3.200,  -3.294, -7.568, -8.515,  -4.421, -2.950, -6.494, -1.652, -0.754,   1.286,  0.789,  0.446,  -3.439, -3.914, -4.213,-10.277, -9.867,  -3.594, -3.124,  -5.107, -4.763, -0.888, -0.426, -1.570
 F,F,ok,4.750, 3.500,  0.400,  -4.044, -3.058,  -3.062, -7.612, -8.570,  -4.293, -2.788, -3.870, -1.264, -0.290,   1.196,  0.717,  0.382,  -0.845, -1.320, -3.869, -3.877, -3.467,  -1.969, -1.499,  -2.877, -2.524, -0.976, -0.526, -1.178
 F,F,ok,4.750, 4.000,  0.400,  -3.904, -2.903,  -2.997, -7.564, -8.526,  -4.177, -2.663, -1.093, -0.941,  0.055,   1.030,  0.566,  0.237,   1.975,  1.499, -0.111, -0.185,  0.226,   0.073,  0.543,  -1.006, -0.651, -1.142, -0.659, -0.858
 F,F,ok,4.750, 4.500,  0.400,  -1.513, -0.497,  -0.441, -5.628, -6.590,  -3.834, -2.318, -0.773, -0.469,  0.530,   1.452,  0.874,  0.506,   2.807,  2.331,  1.631,  1.952,  2.366,   2.070,  2.543,   0.725,  1.091, -0.544,  0.222,  0.334
 F,F,ok,4.750, 5.000,  0.400,  -3.761, -2.757,  -2.866, -8.791, -9.754,  -6.783, -5.351, -3.901,  1.025,  2.024,   0.975,  0.383, -0.003,   3.425,  2.946,  2.513, -0.584, -0.156,  -0.418,  0.054,  -1.939, -1.576, -1.249, -0.627,  0.782
 F,F,ok,5.000, 1.500,  0.400,  -4.952, -5.486,  -4.546, -7.347, -7.914,  -5.112, -3.881, -6.705, -5.664, -6.368,   1.548,  1.031,  0.683,  -6.450, -6.925, -6.500,-11.549,-11.396,  -4.189, -3.719,  -6.792, -5.966, -0.658, -0.191, -6.491
 F,F,ok,5.000, 2.000,  0.400,  -4.209, -3.709,  -3.467, -6.846, -7.666,  -4.779, -3.509, -6.321, -4.048, -4.216,   1.573,  1.058,  0.711,  -5.870, -6.345, -6.170,-11.008,-10.678,  -3.725, -3.256,  -5.673, -5.183, -0.623, -0.155, -4.350
 F,F,ok,5.000, 2.500,  0.400,  -4.139, -3.296,  -3.335, -7.224, -8.139,  -4.605, -3.154, -6.269, -2.270, -1.626,   1.572,  1.063,  0.716,  -3.958, -4.433, -4.503,-10.557,-10.164,  -3.549, -3.079,  -5.150, -4.776, -0.614, -0.148, -2.215
 F,F,ok,5.000, 3.000,  0.400,  -4.151, -3.199,  -3.291, -7.564, -8.511,  -4.423, -2.917, -6.277, -1.655, -0.753,   1.533,  1.037,  0.695,  -3.256, -3.731, -3.966,-10.268, -9.856,  -3.520, -3.050,  -5.094, -4.748, -0.639, -0.177, -1.568
 F,F,ok,5.000, 3.500,  0.400,  -4.043, -3.056,  -3.060, -7.611, -8.569,  -4.285, -2.761, -3.624, -1.265, -0.284,   1.445,  0.966,  0.631,  -0.634, -1.109, -3.594, -3.865, -3.451,  -1.871, -1.401,  -2.865, -2.509, -0.726, -0.276, -1.175
 F,F,ok,5.000, 4.000,  0.400,  -3.908, -2.907,  -2.997, -7.574, -8.535,  -4.175, -2.644, -0.855, -0.946,  0.060,   1.279,  0.815,  0.486,   2.198,  1.723,  0.181, -0.168,  0.249,   0.200,  0.670,  -0.993, -0.634, -0.892, -0.408, -0.855
 F,F,ok,5.000, 4.500,  0.400,  -1.530, -0.517,  -0.446, -5.654, -6.615,  -3.836, -2.312, -0.561, -0.477,  0.536,   1.702,  1.124,  0.756,   3.037,  2.561,  1.905,  1.966,  2.389,   2.212,  2.685,   0.732,  1.104, -0.295,  0.471,  0.341
 F,F,ok,5.000, 5.000,  0.400,  -3.796, -2.795,  -2.894, -8.837, -9.799,  -6.761, -5.349, -3.748,  1.009,  2.008,   1.224,  0.632,  0.245,   3.652,  3.174,  2.778, -0.579, -0.141,  -0.281,  0.191,  -1.942, -1.567, -1.017, -0.397,  0.774
 F,F,ok,5.250, 1.500,  0.400,  -5.016, -5.549,  -4.610, -7.413, -7.981,  -5.147, -3.843, -6.532, -5.775, -6.467,   1.786,  1.271,  0.924,  -6.498, -6.973, -6.372,-11.606,-11.454,  -4.228, -3.759,  -6.870, -6.039, -0.413,  0.055, -6.603
 F,F,ok,5.250, 2.000,  0.400,  -4.239, -3.738,  -3.496, -6.854, -7.674,  -4.751, -3.418, -6.074, -4.131, -4.299,   1.824,  1.310,  0.963,  -5.870, -6.345, -6.016,-11.032,-10.703,  -3.740, -3.270,  -5.718, -5.226, -0.369,  0.099, -4.435
 F,F,ok,5.250, 2.500,  0.400,  -4.131, -3.288,  -3.318, -7.201, -8.116,  -4.603, -3.110, -6.048, -2.296, -1.650,   1.819,  1.311,  0.965,  -3.862, -4.337, -4.279,-10.551,-10.158,  -3.507, -3.037,  -5.142, -4.768, -0.367,  0.100, -2.236
 F,F,ok,5.250, 3.000,  0.400,  -4.145, -3.192,  -3.282, -7.551, -8.498,  -4.417, -2.888, -6.041, -1.658, -0.753,   1.781,  1.285,  0.944,  -3.105, -3.580, -3.720,-10.257, -9.844,  -3.468, -2.998,  -5.080, -4.733, -0.389,  0.073, -1.567
 F,F,ok,5.250, 3.500,  0.400,  -4.040, -3.053,  -3.057, -7.607, -8.565,  -4.280, -2.743, -3.380, -1.266, -0.281,   1.693,  1.215,  0.880,  -0.447, -0.922, -3.311, -3.855, -3.440,  -1.803, -1.333,  -2.856, -2.498, -0.477, -0.026, -1.172
